"","LN_IC50"
"9006",4.096068
"9007",3.327667
"9008",1.025121
"9009",-3.826335
"9010",2.385561
"9011",-3.018823
"9012",5.731613
"9013",2.442743
"9014",4.051513
"9015",4.538234
"9016",3.939044
"9017",-1.162554
"9018",5.92324
"9019",4.813278
"9020",-3.3422105
"9021",-0.360637
"9022",-2.20161
"9023",3.672937
"9024",1.454082
"9025",-3.025975
"9026",-1.0986755
"9027",4.193476
"9028",0.978366
"9029",3.344731
"9030",-0.331739
"9031",4.918014
"9032",4.997634
"9033",2.485436
"9034",4.424701
"9035",1.588376
"9036",3.325369
"9037",2.998334
"9038",1.526706
"9039",-2.448908
"9040",1.823187
"9041",2.984527
"9042",4.908884
"9043",4.492864
"9044",3.715991
"9045",4.917706
"9046",5.889994
"9047",3.18538
"9048",4.200999
"9049",4.054381
"9050",2.334732
"9051",3.007252
"9052",2.775033
"9053",5.199248
"9054",5.498657
"9055",3.683526
"9056",3.587608
"9057",5.93598
"9058",-2.28913
"9059",4.942429
"9060",-0.943573
"9061",4.594897
"9062",4.067444
"9063",4.986361
"9064",-1.421055
"9065",3.268218
"9066",4.756716
"9067",2.483358
"9068",4.483074
"9069",3.583922
"9070",-0.704672
"9071",5.715813
"9072",4.688632
"9073",3.390941
"9074",5.217513
"9075",3.909821
"9076",1.144362
"9077",5.499871
"9078",3.462646
"9079",1.600105
"9080",5.062029
"9081",4.7330355
"9082",5.951707
"9083",-1.09179
"9084",3.909883
"9085",4.752739
"9086",-0.300505
"9087",0.777566
"9088",0.741087
"9089",6.011371
"9090",2.4102
"9091",3.705436
"9092",0.240823
"9093",6.616764
"9094",2.484279
"9095",3.174144
"9096",-0.661048
"9097",4.709865
"9098",6.004975
"9099",-1.369064
"9100",3.212084
"9101",3.703597
"9102",1.942993
"9103",2.651893
"9104",-2.596859
"9105",3.292985
"9106",1.717225
"9107",-1.698662
"9108",3.783002
"9109",2.46906
"9110",2.752565
"9111",-0.645296
"9112",6.4817
"9113",-0.333839
"9114",-0.784841
"9115",1.027195
"9116",2.243456
"9117",2.799726
"9118",3.920517
"9119",2.57871
"9120",5.797744
"9121",3.206101
"9122",0.129139
"9123",-0.802407
"9124",1.416819
"9125",1.162482
"9126",5.081493
"9127",1.442017
"9128",4.016885
"9129",4.077172
"9130",4.573395
"9131",5.721407
"9132",5.300851
"9133",6.715765
"9134",4.219601
"9135",3.34438
"9136",-1.490294
"9137",6.137013
"9138",2.287743
"9139",2.038633
"9140",3.437486
"9141",3.330038
"9142",-1.024972
"9143",2.319479
"9144",4.837106
"9145",5.418782
"9146",1.949269
"9147",0.846007
"9148",5.052023
"9149",3.715235
"9150",2.169321
"9151",2.792738
"9152",2.678372
"9153",3.478451
"9154",2.064826
"9155",2.383763
"9156",2.077079
"9157",4.523427
"9158",2.654946
"9159",1.032489
"9160",2.455272
"9161",3.845424
"9162",3.485241
"9163",2.942228
"9164",-4.393866
"9165",0.217571
"9166",-4.198541
"9167",6.469152
"9168",3.141865
"9169",1.784589
"9170",3.763145
"9171",4.165621
"9172",0.485038
"9173",5.108239
"9174",5.357669
"9175",-3.9072565
"9176",-0.400327
"9177",3.484357
"9178",-2.790219
"9179",-2.886485
"9180",-4.3838285
"9181",4.663514
"9182",3.131157
"9183",5.359236
"9184",-2.416449
"9185",5.012448
"9186",5.003377
"9187",3.623789
"9188",3.028609
"9189",-0.039423
"9190",2.894725
"9191",1.591899
"9192",3.803943
"9193",-3.204612
"9194",0.640605
"9195",4.761903
"9196",3.711332
"9197",3.397096
"9198",3.115018
"9199",4.314955
"9200",5.426303
"9201",5.040519
"9202",5.275649
"9203",2.665889
"9204",1.131988
"9205",2.859751
"9206",5.082103
"9207",3.949968
"9208",4.179043
"9209",2.731368
"9210",4.189548
"9211",5.343856
"9212",-1.829305
"9213",3.835003
"9214",-1.21914
"9215",3.755034
"9216",5.42699
"9217",5.337645
"9218",-1.710931
"9219",-0.144354
"9220",2.532813
"9221",4.059915
"9222",4.012888
"9223",3.706512
"9224",-1.140358
"9225",4.902364
"9226",4.274794
"9227",3.348067
"9228",4.822459
"9229",5.289834
"9230",1.60412
"9231",2.737035
"9232",2.200632
"9233",1.586515
"9234",5.315713
"9235",4.920569
"9236",3.865632
"9237",-0.679162
"9238",4.948293
"9239",5.245172
"9240",2.084695
"9241",4.307275
"9242",-2.311483
"9243",4.834264
"9244",0.749123
"9245",5.210245
"9246",-0.890263
"9247",4.900496
"9248",5.394609
"9249",2.262763
"9250",-1.050158
"9251",4.569999
"9252",5.076058
"9253",-0.37537
"9254",5.469694
"9255",0.872984
"9256",3.799488
"9257",5.663156
"9258",-4.179829
"9259",1.611007
"9260",2.512086
"9261",-3.289376
"9262",0.076885
"9263",3.159328
"9264",0.468551
"9265",0.473863
"9266",5.115555
"9267",-1.628119
"9268",-2.141508
"9269",1.886773
"9270",3.1183285
"9271",4.400354
"9272",2.2046225
"9273",4.730787
"9274",4.886853
"9275",-0.880929
"9276",-4.684577
"9277",-3.938495
"9278",-4.244875
"9279",3.057292
"9280",4.600449
"9281",2.356597
"9282",2.410564
"9283",3.124212
"9284",3.861858
"9285",5.406275
"9286",4.158162
"9287",1.208339
"9288",3.201359
"9289",3.411608
"9290",4.734308
"9291",6.215053
"9292",2.072297
"9293",3.928564
"9294",5.710575
"9295",3.691
"9296",1.517501
"9297",3.159408
"9298",4.717165
"9299",3.155508
"9300",2.04713
"9301",1.365237
"9302",6.124323
"9303",2.396853
"9304",1.443375
"9305",3.361665
"9306",4.120557
"9307",-0.057735
"9308",4.477687
"9309",2.304398
"9310",0.883501
"9311",5.649248
"9312",3.321442
"9313",0.322628
"9314",3.650043
"9315",5.708554
"9316",2.256532
"9317",2.095761
"9318",-4.547989
"9319",1.193851
"9320",-2.306297
"9321",6.583082
"9322",4.183768
"9323",2.734257
"9324",3.205733
"9325",5.755891
"9326",1.430601
"9327",5.003357
"9328",3.6064
"9329",-3.59597
"9330",-1.844703
"9331",-3.441368
"9332",-0.241664
"9333",1.14292
"9334",-2.982854
"9335",-3.1261885
"9336",3.647654
"9337",4.156422
"9338",3.462552
"9339",-0.747989
"9340",5.150702
"9341",5.174963
"9342",3.832673
"9343",5.837581
"9344",1.417575
"9345",3.6888515
"9346",3.295612
"9347",3.179031
"9348",-1.836697
"9349",0.827053
"9350",4.266488
"9351",5.757806
"9352",4.26021
"9353",2.787509
"9354",3.462278
"9355",2.04343
"9356",3.689815
"9357",5.75903
"9358",4.806696
"9359",2.872415
"9360",2.395443
"9361",4.198903
"9362",4.35409
"9363",4.944631
"9364",3.893689
"9365",4.68767
"9366",4.25754
"9367",-3.063024
"9368",5.313796
"9369",-1.547849
"9370",4.857737
"9371",5.75903
"9372",4.821857
"9373",1.832025
"9374",0.006694
"9375",3.973761
"9376",3.819108
"9377",3.826661
"9378",5.570212
"9379",3.208511
"9380",6.420637
"9381",4.613665
"9382",4.624416
"9383",4.916815
"9384",4.016787
"9385",1.197821
"9386",3.821386
"9387",5.75903
"9388",3.456445
"9389",1.044905
"9390",3.9549505
"9391",5.518968
"9392",-2.385117
"9393",2.638785
"9394",3.979932
"9395",-0.428172
"9396",4.692716
"9397",-0.449844
"9398",5.090924
"9399",1.778237
"9400",4.693674
"9401",-0.652513
"9402",5.196398
"9403",2.712189
"9404",5.150044
"9405",-2.907719
"9406",5.155763
"9407",3.907086
"9408",-0.892122
"9409",4.717477
"9410",3.435241
"9411",1.737493
"9412",3.459134
"9413",-4.450442
"9414",4.170469
"9415",2.886734
"9416",-3.413528
"9417",3.849105
"9418",4.981896
"9419",2.496882
"9420",0.16981
"9421",5.93459
"9422",0.525991
"9423",1.497856
"9424",0.140811
"9425",2.213482
"9426",2.107763
"9427",2.704939
"9428",3.840584
"9429",3.940178
"9430",2.620052
"9431",-3.472419
"9432",-1.376844
"9433",-3.189994
"9434",2.585713
"9435",2.352893
"9436",1.842497
"9437",5.441288
"9438",4.857624
"9439",4.053791
"9440",3.006441
"9441",4.234247
"9442",2.834921
"9443",4.017238
"9444",6.134066
"9445",0.57183
"9446",3.704124
"9447",1.948267
"9448",3.164352
"9449",5.066445
"9450",3.650252
"9451",3.921421
"9452",4.120723
"9453",4.097748
"9454",3.059351
"9455",3.665738
"9456",5.041868
"9457",5.056304
"9458",5.090583
"9459",3.770181
"9460",2.488679
"9461",3.476831
"9462",3.123744
"9463",4.370829
"9464",2.066358
"9465",1.91845
"9466",5.105237
"9467",5.085547
"9468",2.23067
"9469",3.72922
"9470",4.986774
"9471",5.052807
"9472",3.972274
"9473",-1.092776
"9474",3.330632
"9475",-0.68716
"9476",6.196339
"9477",3.668848
"9478",4.589403
"9479",4.085807
"9480",4.920444
"9481",3.49729
"9482",4.238939
"9483",3.244245
"9484",-1.3788625
"9485",1.264384
"9486",-3.334049
"9487",2.112578
"9488",1.108853
"9489",0.382405
"9490",0.594746
"9491",4.377705
"9492",5.054964
"9493",3.863944
"9494",2.124419
"9495",4.856354
"9496",5.362195
"9497",3.124895
"9498",3.840314
"9499",1.117171
"9500",3.533637
"9501",1.673046
"9502",3.258705
"9503",2.463992
"9504",2.625488
"9505",4.661574
"9506",4.885655
"9507",4.630246
"9508",2.447083
"9509",4.442185
"9510",4.657573
"9511",4.999093
"9512",4.980765
"9513",3.727043
"9514",5.195119
"9515",2.680491
"9516",3.582819
"9517",4.156624
"9518",5.306602
"9519",3.51948
"9520",4.579576
"9521",4.565877
"9522",2.698668
"9523",5.050419
"9524",0.22227
"9525",3.77687
"9526",5.019217
"9527",6.293068
"9528",3.810587
"9529",2.456378
"9530",4.470223
"9531",3.757673
"9532",4.691957
"9533",5.062495
"9534",-0.54256
"9535",5.688916
"9536",4.026396
"9537",5.025052
"9538",5.011221
"9539",4.256574
"9540",1.843318
"9541",3.81418
"9542",4.897405
"9543",2.26351
"9544",3.623674
"9545",5.55688
"9546",5.107144
"9547",-0.517967
"9548",4.319829
"9549",4.231723
"9550",1.099349
"9551",4.118088
"9552",5.121832
"9553",4.976528
"9554",2.359636
"9555",4.737759
"9556",1.489726
"9557",6.101138
"9558",4.51794
"9559",3.470127
"9560",-1.816155
"9561",4.585935
"9562",5.067325
"9563",1.93127
"9564",4.85408
"9565",2.458159
"9566",3.723514
"9567",4.914441
"9568",-3.160379
"9569",3.820965
"9570",4.507071
"9571",-1.267863
"9572",5.121832
"9573",4.593579
"9574",2.965908
"9575",2.854466
"9576",5.361643
"9577",2.206634
"9578",1.464502
"9579",2.270085
"9580",1.991935
"9581",3.744535
"9582",3.7069175
"9583",4.428653
"9584",4.310061
"9585",2.818309
"9586",0.225395
"9587",3.727106
"9588",0.48118
"9589",1.959805
"9590",3.59139
"9591",5.121832
"9592",3.754881
"9593",3.370796
"9594",4.028737
"9595",4.734328
"9596",4.175611
"9597",5.303275
"9598",3.512394
"9599",6.071058
"9600",3.601606
"9601",1.345569
"9602",0.47483
"9603",4.783765
"9604",5.754987
"9605",4.913628
"9606",5.257822
"9607",5.42951
"9608",6.984572
"9609",7.157674
"9610",5.600284
"9611",4.956424
"9612",6.666675
"9613",5.513829
"9614",3.003751
"9615",1.019442
"9616",3.238701
"9617",4.30847
"9618",3.759178
"9619",3.076306
"9620",-3.939726
"9621",6.243332
"9622",2.525031
"9623",0.060076
"9624",3.516017
"9625",6.879062
"9626",5.194461
"9627",3.031195
"9628",-2.169605
"9629",2.113408
"9630",-0.785552
"9631",7.890219
"9632",2.828798
"9633",7.366211
"9634",4.595935
"9635",7.336236
"9636",4.273895
"9637",6.954213
"9638",6.383827
"9639",-2.1255295
"9640",1.912427
"9641",2.360787
"9642",1.636532
"9643",-3.797957
"9644",-0.1948615
"9645",5.252759
"9646",4.566169
"9647",2.713746
"9648",0.5819
"9649",6.949845
"9650",7.390879
"9651",0.174693
"9652",6.556402
"9653",3.553889
"9654",5.206869
"9655",2.591531
"9656",0.997395
"9657",0.871584
"9658",2.062736
"9659",5.030685
"9660",6.213034
"9661",3.576621
"9662",3.957597
"9663",6.947449
"9664",4.746653
"9665",7.444829
"9666",1.609427
"9667",5.741569
"9668",4.926031
"9669",3.896956
"9670",2.578243
"9671",3.069254
"9672",6.815307
"9673",4.894512
"9674",5.511388
"9675",6.986422
"9676",1.263055
"9677",6.751842
"9678",-1.18369
"9679",3.600457
"9680",7.796765
"9681",6.800217
"9682",3.922105
"9683",0.854728
"9684",6.3167
"9685",2.751629
"9686",7.103599
"9687",7.223053
"9688",5.961071
"9689",7.430497
"9690",6.567039
"9691",7.039806
"9692",7.184356
"9693",4.622195
"9694",2.593676
"9695",6.923732
"9696",5.185704
"9697",0.7036
"9698",4.79309
"9699",6.657471
"9700",6.308495
"9701",1.724076
"9702",6.371637
"9703",6.616205
"9704",0.396737
"9705",6.383055
"9706",2.567959
"9707",5.879467
"9708",2.416444
"9709",8.021086
"9710",1.675985
"9711",7.798981
"9712",5.629136
"9713",5.89924
"9714",-2.048179
"9715",4.968188
"9716",5.705502
"9717",1.680632
"9718",0.665557
"9719",3.276331
"9720",2.119973
"9721",3.167293
"9722",-4.222486
"9723",4.980162
"9724",5.684822
"9725",-1.626215
"9726",5.538938
"9727",5.270659
"9728",3.93453
"9729",1.353909
"9730",7.599463
"9731",2.689455
"9732",1.069834
"9733",0.129244
"9734",3.435164
"9735",5.235866
"9736",5.608867
"9737",1.786683
"9738",4.920143
"9739",3.172131
"9740",1.522774
"9741",0.791549
"9742",0.447274
"9743",3.939763
"9744",3.866827
"9745",3.262705
"9746",6.351329
"9747",4.281464
"9748",3.747567
"9749",6.171111
"9750",7.223133
"9751",6.022499
"9752",5.27068
"9753",2.576445
"9754",1.316219
"9755",5.891871
"9756",1.701617
"9757",2.246845
"9758",3.8157
"9759",3.1617
"9760",0.895327
"9761",2.588701
"9762",4.532568
"9763",4.164091
"9764",2.200725
"9765",0.058555
"9766",5.106176
"9767",3.15357
"9768",2.47047
"9769",2.468984
"9770",2.921923
"9771",0.735154
"9772",3.107999
"9773",1.155382
"9774",2.366278
"9775",4.949115
"9776",1.671755
"9777",-0.436748
"9778",3.018842
"9779",3.695152
"9780",2.368506
"9781",0.764195
"9782",-3.440996
"9783",0.394799
"9784",-3.601037
"9785",5.886642
"9786",1.542994
"9787",2.366222
"9788",3.196324
"9789",4.2001
"9790",1.257351
"9791",4.700488
"9792",4.112431
"9793",-4.5779415
"9794",-3.002679
"9795",-3.984282
"9796",0.323956
"9797",1.023924
"9798",-3.709953
"9799",-5.679714
"9800",3.199602
"9801",1.344078
"9802",2.505857
"9803",-0.808059
"9804",4.440754
"9805",4.521592
"9806",2.147587
"9807",4.982905
"9808",0.501356
"9809",3.2450795
"9810",1.921951
"9811",2.768835
"9812",-2.716573
"9813",-1.005334
"9814",4.021687
"9815",4.451055
"9816",2.935696
"9817",2.052246
"9818",4.567241
"9819",2.593389
"9820",3.787742
"9821",4.761425
"9822",3.747256
"9823",1.869197
"9824",2.299008
"9825",2.529834
"9826",4.494719
"9827",4.462593
"9828",3.827085
"9829",2.719532
"9830",4.795947
"9831",-4.007945
"9832",4.764196
"9833",-0.446765
"9834",3.661441
"9835",4.79493
"9836",4.87676
"9837",-1.755646
"9838",-0.537449
"9839",2.94888
"9840",2.69122
"9841",3.977476
"9842",3.553317
"9843",1.769284
"9844",5.050208
"9845",3.06736
"9846",2.865326
"9847",4.600242
"9848",1.723243
"9849",1.407861
"9850",3.665219
"9851",3.830536
"9852",1.810257
"9853",2.258131
"9854",3.3731745
"9855",4.634155
"9856",-4.903769
"9857",2.084337
"9858",3.365637
"9859",-0.4478
"9860",3.564971
"9861",1.175135
"9862",4.511933
"9863",0.747437
"9864",3.201888
"9865",-2.641046
"9866",5.21509
"9867",1.382548
"9868",2.368931
"9869",-2.176237
"9870",3.67376
"9871",3.978724
"9872",-1.634561
"9873",3.551206
"9874",2.308401
"9875",1.458824
"9876",3.585021
"9877",-3.424042
"9878",3.386771
"9879",2.201334
"9880",-4.110825
"9881",2.255579
"9882",3.407223
"9883",1.627364
"9884",0.197621
"9885",5.207185
"9886",-0.43784
"9887",-0.658397
"9888",-2.521895
"9889",1.0853345
"9890",1.691449
"9891",3.750972
"9892",0.831357
"9893",3.697762
"9894",1.551596
"9895",-5.925796
"9896",-4.409133
"9897",-5.176371
"9898",1.797728
"9899",1.091308
"9900",1.549624
"9901",4.306913
"9902",3.847391
"9903",3.794607
"9904",2.154266
"9905",3.348867
"9906",0.964615
"9907",3.18235
"9908",3.527473
"9909",1.426103
"9910",7.192703
"9911",2.504531
"9912",3.02671
"9913",4.454876
"9914",3.991162
"9915",2.903014
"9916",3.486135
"9917",5.553618
"9918",2.57769
"9919",2.195624
"9920",2.58064
"9921",5.787951
"9922",4.65042
"9923",0.73458
"9924",2.217085
"9925",2.990682
"9926",1.056126
"9927",2.310548
"9928",1.587948
"9929",2.557944
"9930",6.217494
"9931",1.385476
"9932",0.766477
"9933",2.664985
"9934",5.306849
"9935",2.838504
"9936",2.356791
"9937",-2.11191
"9938",0.368586
"9939",-2.512065
"9940",6.037082
"9941",4.487429
"9942",4.374327
"9943",4.181378
"9944",5.992867
"9945",0.296788
"9946",6.162683
"9947",5.255263
"9948",-3.3214525
"9949",-1.022033
"9950",5.097733
"9951",-0.316952
"9952",-2.993264
"9953",-4.081658
"9954",4.891296
"9955",0.68712
"9956",4.064915
"9957",-0.054992
"9958",6.34705
"9959",6.532895
"9960",1.814515
"9961",3.452068
"9962",1.178124
"9963",3.9387425
"9964",3.55972
"9965",3.338177
"9966",-1.991506
"9967",1.734773
"9968",3.986284
"9969",5.915793
"9970",3.205385
"9971",3.98056
"9972",4.312003
"9973",3.026591
"9974",4.885794
"9975",4.531633
"9976",3.670295
"9977",2.861433
"9978",1.748677
"9979",4.053638
"9980",4.857483
"9981",5.548624
"9982",3.351349
"9983",4.416491
"9984",6.156381
"9985",-2.189855
"9986",5.913213
"9987",1.572664
"9988",4.62206
"9989",6.417668
"9990",4.205275
"9991",-0.68212
"9992",0.778562
"9993",2.905935
"9994",4.192266
"9995",4.062705
"9996",4.307584
"9997",0.866401
"9998",5.968921
"9999",4.943388
"10000",4.5745
"10001",3.164597
"10002",4.836584
"10003",2.466761
"10004",2.671867
"10005",3.967405
"10006",1.166892
"10007",2.374048
"10008",4.721065
"10009",5.888693
"10010",0.32078
"10011",3.913953
"10012",5.008573
"10013",-0.02903
"10014",5.224424
"10015",1.698248
"10016",6.300609
"10017",0.881701
"10018",6.077365
"10019",-0.362384
"10020",6.640724
"10021",3.01333
"10022",3.278181
"10023",-2.336188
"10024",4.396416
"10025",4.69987
"10026",-0.626604
"10027",3.223194
"10028",1.613256
"10029",1.806505
"10030",2.744738
"10031",-2.979255
"10032",4.163169
"10033",2.464087
"10034",-2.387801
"10035",2.328915
"10036",5.01689
"10037",1.543459
"10038",2.481387
"10039",6.264539
"10040",1.042934
"10041",-1.025008
"10042",-0.527572
"10043",2.712566
"10044",4.536083
"10045",1.8495735
"10046",0.34691
"10047",3.026081
"10048",2.283771
"10049",-2.944608
"10050",-2.348811
"10051",-3.699517
"10052",2.422901
"10053",1.921185
"10054",4.236454
"10055",2.523517
"10056",2.749633
"10057",3.901992
"10058",4.76591
"10059",3.898663
"10060",2.848641
"10061",4.597866
"10062",5.695136
"10063",2.818957
"10064",7.234266
"10065",2.906479
"10066",4.504528
"10067",5.795867
"10068",5.503798
"10069",4.433166
"10070",4.043309
"10071",5.206336
"10072",6.239028
"10073",3.646866
"10074",2.750933
"10075",5.875397
"10076",4.797073
"10077",4.284243
"10078",4.169326
"10079",4.924816
"10080",3.273937
"10081",6.04193
"10082",3.976002
"10083",3.858417
"10084",6.506554
"10085",3.473041
"10086",1.329367
"10087",4.460775
"10088",6.246421
"10089",5.265562
"10090",2.804997
"10091",-3.651476
"10092",1.920635
"10093",-3.273861
"10094",7.05514
"10095",3.901992
"10096",2.114554
"10097",3.76196
"10098",6.278373
"10099",1.078327
"10100",5.391419
"10101",3.569473
"10102",-2.6537195
"10103",-0.632925
"10104",-2.110649
"10105",3.813035
"10106",3.242336
"10107",-1.800713
"10108",-1.7951185
"10109",6.124971
"10110",3.633195
"10111",5.473087
"10112",0.05258
"10113",5.75086
"10114",6.130346
"10115",4.106846
"10116",6.941562
"10117",1.726835
"10118",5.059836
"10119",3.804469
"10120",4.501773
"10121",-0.311325
"10122",2.063684
"10123",5.290176
"10124",6.257374
"10125",5.04014
"10126",3.441732
"10127",5.096053
"10128",3.347263
"10129",5.207487
"10130",6.037629
"10131",5.256959
"10132",2.056937
"10133",3.927172
"10134",5.435587
"10135",6.125604
"10136",7.052247
"10137",4.792591
"10138",3.694768
"10139",5.957728
"10140",-0.822007
"10141",5.51268
"10142",-0.79098
"10143",4.550907
"10144",5.989834
"10145",5.483286
"10146",2.952127
"10147",2.056942
"10148",5.123957
"10149",5.052879
"10150",5.969329
"10151",5.28032
"10152",2.37148
"10153",6.967875
"10154",3.071181
"10155",4.97112
"10156",5.583649
"10157",3.149476
"10158",1.736977
"10159",5.559911
"10160",5.615052
"10161",3.140533
"10162",3.151633
"10163",5.32218
"10164",6.260155
"10165",-2.085738
"10166",3.980984
"10167",6.000379
"10168",-1.896236
"10169",5.236598
"10170",2.198355
"10171",6.081082
"10172",2.959443
"10173",5.800012
"10174",0.924567
"10175",6.353101
"10176",4.069764
"10177",4.719441
"10178",-0.804302
"10179",5.976316
"10180",5.394303
"10181",0.748238
"10182",5.552609
"10183",3.648847
"10184",0.597246
"10185",2.062355
"10186",-3.896781
"10187",4.987734
"10188",3.873854
"10189",-1.78312
"10190",3.524969
"10191",4.58711
"10192",3.519142
"10193",1.270185
"10194",6.834657
"10195",0.962216
"10196",-0.211491
"10197",-1.506506
"10198",1.711321
"10199",2.387809
"10200",4.9470225
"10201",4.141521
"10202",4.880646
"10203",3.282633
"10204",-2.832915
"10205",0.522987
"10206",-2.920986
"10207",2.475112
"10208",2.374382
"10209",3.273791
"10210",4.120141
"10211",4.767119
"10212",5.999838
"10213",3.94346
"10214",6.116135
"10215",3.106239
"10216",4.312146
"10217",4.350165
"10218",0.775924
"10219",2.077648
"10220",-2.787778
"10221",1.690995
"10222",4.718541
"10223",4.072125
"10224",1.204394
"10225",2.35654
"10226",4.144812
"10227",1.7327
"10228",1.881
"10229",2.068078
"10230",3.859964
"10231",4.121695
"10232",1.271563
"10233",2.632569
"10234",2.33742
"10235",3.114807
"10236",1.981427
"10237",1.013643
"10238",3.039407
"10239",5.43635
"10240",1.892771
"10241",-0.529357
"10242",2.491121
"10243",5.069026
"10244",2.517498
"10245",1.598465
"10246",-4.688209
"10247",0.078837
"10248",-3.96132
"10249",5.799808
"10250",1.296959
"10251",1.119807
"10252",3.736924
"10253",4.952604
"10254",0.535132
"10255",4.066866
"10256",3.420188
"10257",-4.5446745
"10258",-2.649765
"10259",0.899218
"10260",2.028764
"10261",-2.442465
"10262",-5.582397
"10263",6.041431
"10264",1.730968
"10265",2.528207
"10266",0.383419
"10267",5.480424
"10268",5.443425
"10269",0.556184
"10270",4.684769
"10271",-0.136459
"10272",3.6433465
"10273",3.276243
"10274",0.816161
"10275",-4.550513
"10276",4.628762
"10277",5.585582
"10278",3.622707
"10279",2.962622
"10280",4.974417
"10281",4.011589
"10282",4.432406
"10283",-0.50588
"10284",2.491669
"10285",1.568567
"10286",3.282996
"10287",-0.86662
"10288",4.133156
"10289",5.213782
"10290",4.524691
"10291",3.311807
"10292",4.448359
"10293",-2.383117
"10294",5.487637
"10295",-1.630456
"10296",2.824202
"10297",5.585582
"10298",4.73533
"10299",-0.51226
"10300",-0.466532
"10301",2.953468
"10302",3.092385
"10303",5.131705
"10304",4.329095
"10305",-0.239905
"10306",6.256995
"10307",3.661617
"10308",3.095613
"10309",5.445814
"10310",3.071393
"10311",2.49189
"10312",3.224823
"10313",3.963471
"10314",-2.270835
"10315",3.599265
"10316",3.9880455
"10317",5.317476
"10318",-4.416445
"10319",3.049442
"10320",4.51093
"10321",2.038361
"10322",3.205249
"10323",-1.591805
"10324",5.09848
"10325",-0.481562
"10326",3.946916
"10327",-0.788075
"10328",5.754874
"10329",2.547215
"10330",3.23591
"10331",-3.867035
"10332",4.706269
"10333",4.362902
"10334",0.903469
"10335",-0.104065
"10336",2.016886
"10337",4.365276
"10338",5.721545
"10339",-3.658076
"10340",4.203923
"10341",3.05822
"10342",-4.515821
"10343",-0.663679
"10344",4.370823
"10345",1.28534
"10346",0.449291
"10347",4.97017
"10348",0.027817
"10349",-0.854042
"10350",3.720579
"10351",3.801833
"10352",5.384388
"10353",2.0303605
"10354",0.695826
"10355",3.618713
"10356",2.812464
"10357",-4.569833
"10358",-0.193598
"10359",-2.470196
"10360",0.949594
"10361",4.39724
"10362",1.044819
"10363",0.291906
"10364",4.718025
"10365",5.225952
"10366",3.981388
"10367",3.723517
"10368",0.528854
"10369",3.312316
"10370",4.875581
"10371",4.475381
"10372",7.749783
"10373",2.831975
"10374",2.331291
"10375",5.514444
"10376",4.948086
"10377",1.195276
"10378",2.722282
"10379",5.346161
"10380",6.681615
"10381",3.068312
"10382",0.967377
"10383",6.032668
"10384",1.565726
"10385",1.456659
"10386",4.151987
"10387",4.681384
"10388",5.152464
"10389",3.618995
"10390",4.095139
"10391",3.316077
"10392",6.422278
"10393",3.54697
"10394",0.342897
"10395",3.10431
"10396",5.607564
"10397",3.330462
"10398",0.140722
"10399",-4.055445
"10400",1.257864
"10401",-2.871827
"10402",6.982722
"10403",3.738844
"10404",2.906984
"10405",0.40552
"10406",6.794211
"10407",-0.088746
"10408",6.853662
"10409",5.570178
"10410",-2.3130495
"10411",-1.757979
"10412",1.754496
"10413",0.994845
"10414",-1.062609
"10415",-2.373639
"10416",5.853685
"10417",2.650668
"10418",4.038074
"10419",-0.011589
"10420",6.590656
"10421",5.699644
"10422",3.663796
"10423",4.17489
"10424",0.114865
"10425",5.2839145
"10426",2.877563
"10427",4.078026
"10428",-0.836598
"10429",0.098401
"10430",4.888738
"10431",5.426836
"10432",3.867352
"10433",4.50018
"10434",6.310301
"10435",4.48129
"10436",5.901064
"10437",6.330569
"10438",3.575207
"10439",2.290686
"10440",2.508745
"10441",5.623363
"10442",3.771158
"10443",5.292583
"10444",4.489287
"10445",2.308077
"10446",6.663635
"10447",-1.972807
"10448",6.692083
"10449",-0.213611
"10450",4.465684
"10451",6.78184
"10452",5.875621
"10453",-1.150794
"10454",1.297273
"10455",2.225442
"10456",4.60063
"10457",6.940089
"10458",4.456749
"10459",3.980512
"10460",6.905904
"10461",5.391179
"10462",3.753213
"10463",6.118919
"10464",3.551143
"10465",2.991402
"10466",4.640632
"10467",4.51579
"10468",3.127918
"10469",5.479755
"10470",5.670237
"10471",6.507286
"10472",-1.669077
"10473",4.425596
"10474",6.800138
"10475",2.903692
"10476",5.163923
"10477",3.089217
"10478",6.843706
"10479",0.798155
"10480",5.072783
"10481",1.696741
"10482",5.667917
"10483",3.669041
"10484",2.90098
"10485",-1.126619
"10486",2.887477
"10487",6.602818
"10488",-0.68608
"10489",3.938598
"10490",3.236686
"10491",2.858176
"10492",5.634676
"10493",-2.686893
"10494",5.497697
"10495",3.683429
"10496",-2.661714
"10497",3.058452
"10498",5.342178
"10499",1.674893
"10500",2.483017
"10501",7.33055
"10502",0.556603
"10503",-0.408858
"10504",-0.724505
"10505",3.439431
"10506",5.671513
"10507",2.43813
"10508",4.208774
"10509",6.564464
"10510",3.417203
"10511",-0.617716
"10512",0.871215
"10513",0.293487
"10514",2.374198
"10515",3.76938
"10516",5.012811
"10517",4.226309
"10518",3.039638
"10519",5.934557
"10520",3.834948
"10521",3.236349
"10522",3.47797
"10523",5.623271
"10524",8.095893
"10525",5.202206
"10526",8.065366
"10527",4.503287
"10528",5.002759
"10529",7.265428
"10530",6.361753
"10531",5.879654
"10532",5.071243
