,ATTX.CRPC.102,ATTX.CRPC.107,ATTX.CRPC.29,ATTX.CRPC.35,ATTX.CRPC.36,ATTX.CRPC.43,ATTX.CRPC.47,ATTX.CRPC.78,ATTX.CRPC.81,ATTX.CRPC.89,ATTX.ENZR.100,ATTX.ENZS.101,ATTX.ENZR.103,ATTX.ENZR.104,ATTX.ENZR.105,ATTX.ENZS.106,ATTX.ENZS.17,ATTX.ENZR.21,ATTX.ENZR.23,ATTX.ENZS.28,ATTX.ENZR.33,ATTX.ENZS.45,ATTX.ENZS.49,ATTX.ENZS.56,ATTX.ENZS.57,ATTX.ENZS.6,ATTX.ENZR.64,ATTX.ENZR.65,ATTX.ENZR.72,ATTX.ENZR.75,ATTX.ENZS.76,ATTX.ENZS.79,ATTX.ENZS.80,ATTX.ENZR.87,ATTX.ENZR.94,ATTX.ENZR.95,ATTX.ENZR.98,ATTX.PRE-CX.111,ATTX.PRE-CX.112,ATTX.PRE-CX.4,ATTX.PRE-CX.5,ATTX.PRE-CX.53,ATTX.PRE-CX.58,ATTX.PRE-CX.62,ATTX.PRE-CX.67,ATTX.PRE-CX.9,ATTX.POST-CX.18,ATTX.POST-CX.44,ATTX.POST-CX.48,ATTX.POST-CX.66,ATTX.POST-CX.86,ATTX.POST-CX.91,ATTX.POST-CX.92,ATTX.POST-CX.99
REACTOME_CS_DS_DEGRADATION,-0.419709562,-0.62116238,-0.063105992,-0.546336462,0.283009895,-0.367553928,0.095565353,-0.558002683,0.097833846,-0.371326587,-0.154556379,-0.121369519,0.417851407,-0.369002864,0.140387636,-0.315096875,-0.222698118,0.204314026,0.57028714,0.543435136,-0.034552255,0.17247111,0.442123906,0.428385852,0.070868192,0.229805494,-0.132656064,-0.02856878,0.363401845,-0.37298298,-0.148632038,0.359784571,0.358130104,-0.125431234,0.488905366,0.505226931,0.160722981,-0.506288095,-0.526127298,-0.022861473,-0.145449211,-0.636882303,-0.459865141,-0.224575244,-0.069508037,-0.179149957,-0.113364588,-0.048212463,-0.581591275,0.097033676,0.173954059,-0.196975168,0.037301827,-0.186281722
REACTOME_SYNTHESIS_OF_PA,0.008457146,0.010582491,0.232811988,-0.183528627,0.105409803,0.365253746,-0.20388658,-0.101199585,0.264055656,0.008285772,-0.037195116,0.41729206,0.032357149,-0.084546511,-0.217886905,0.126300735,0.021309407,0.079003161,0.045024712,0.03070565,0.11324278,-0.299757229,-0.081266789,-0.120301298,-0.27892544,0.011494017,-0.063697405,0.348768867,-0.078317981,-0.011720621,-0.21634365,0.147210601,-0.322686024,-0.47606532,0.386757218,-0.138909624,-0.087178006,-0.23023178,-0.347917685,-0.097333302,-0.167387054,-0.06681299,0.003847648,-0.206192554,-0.326873858,-0.283689384,-0.233558728,0.243487595,0.011808741,-0.241445566,0.004925691,-0.330695855,0.067270243,0.018435831
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA,-0.003306462,0.367372845,-0.122140553,0.005469125,-0.204164676,-0.593812276,0.092553196,0.339511186,0.31541388,0.494676041,-0.135756207,-0.074929482,-0.267285587,0.113648954,-0.180658146,0.3346292,-0.42899061,-0.608077096,-0.382511147,-0.305019809,0.069710933,0.449709272,-0.021754901,0.011826519,-0.333469584,0.075435246,-0.418122114,-0.188461724,-0.376404865,0.166471294,-0.069785786,0.26255733,0.011243018,-0.484358988,0.09473964,-0.30762462,-0.050304898,0.461679442,0.03695864,0.20834935,0.443437984,0.023539904,0.257997258,0.400171706,0.267348107,0.01728644,-0.133595699,-0.139660688,-0.652856867,-0.186446866,-0.186361183,-0.66394652,-0.413439724,0.012098516
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE,-0.268690226,-0.076468082,0.453975828,-0.760727698,-0.194106698,-0.482598472,-0.577582371,0.34609802,-0.465319282,0.531133096,-0.321040955,0.32211745,-0.481199824,0.099689803,0.427764278,0.578235043,-0.257725626,-0.150764945,-0.111797835,0.023059307,-0.01881911,0.385304586,0.350604271,0.572445425,0.518864209,-0.039106016,0.668921998,0.281222694,-0.079300242,-0.461763847,0.355558392,0.152733912,0.464818736,-0.736816584,0.036439722,0.161669423,0.553941084,-0.447905,0.403672844,0.122936301,-0.371250902,0.076613454,-0.107670426,0.016702244,-0.243053144,-0.543639281,-0.534816525,-0.448305658,-0.734179618,0.260310109,0.081037912,-0.613654521,0.041244484,0.14114527
REACTOME_SYNTHESIS_OF_PE,0.11722951,-0.389968369,0.139377001,-0.491236402,0.255621007,-0.307259957,-0.403492683,-0.378305749,0.001853028,-0.178016198,0.057442349,-0.013591221,-0.398168299,-0.522888033,0.063315939,0.362205825,-0.02939237,-0.006744726,-0.112080177,0.378588372,0.378093042,0.403045239,0.469022644,0.291907001,0.491152888,-0.11290841,0.21565356,-0.164766492,0.079677266,0.257596769,-0.233563387,-0.055952124,-0.030608777,-0.682045794,0.467135572,0.31560659,-0.013842608,-0.474462026,0.241690354,-0.004134656,-0.236980833,-0.039530181,-0.557966135,-0.071262373,-0.002186019,-0.146786748,-0.269481378,-0.384739323,-0.644077462,0.418382334,0.101226515,-0.66310514,0.072492114,-0.222488447
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,-0.077987513,-0.120513839,0.016188625,-0.021534786,-0.061799676,0.036616767,-0.05210934,-0.072403711,0.040566343,-0.156602834,-0.060220983,0.110910351,0.290162247,-0.03682965,-0.003696947,-0.125024534,0.184224887,-0.018239566,0.089124484,-0.011858872,-0.161085699,-0.047527306,-0.071474684,-0.023528954,-0.207498037,0.141671733,-0.117524397,-0.151593978,-0.183831053,-0.198116783,0.101435618,0.04359203,0.154520492,-0.081461608,-0.100309982,-0.044935711,-0.09886137,0.001318437,0.009723303,0.10948396,0.033974806,-0.000294627,0.002025608,0.144583857,0.041309694,0.098764739,-0.217586752,0.068260824,-0.051986976,-0.123891309,-0.083372967,0.016598106,0.008282606,-0.143696197
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,-0.590735639,-0.576952959,0.33484089,-0.510546169,0.361577834,-0.144288537,-0.177117006,-0.376535709,-0.062673548,-0.005274826,-0.356449374,0.150996596,0.213134704,-0.246554621,0.334962735,-0.102385595,0.200906935,-0.0321657,0.278512456,0.492606097,0.125795168,0.377568759,0.497623971,0.268728794,0.087633461,0.179689776,0.005091661,0.201699674,0.227159643,-0.360203341,-0.096313657,0.445519546,0.253235366,-0.302251411,0.010541896,0.198923893,-0.05370213,-0.425732603,-0.136362147,0.14066134,-0.09940094,-0.397743987,-0.186306838,-0.380802271,-0.061668826,-0.316725364,-0.498365308,-0.023527213,-0.462522783,-0.326342786,0.050021703,0.098752351,-0.171625148,-0.092847885
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION,-0.015471594,-0.08071756,-0.241868776,0.056165901,-0.121130008,-0.448669012,-0.29102063,-0.411241223,0.449303985,0.317846865,-0.194524643,0.068268094,0.368007034,-0.331298431,-0.410293726,-0.201861939,-0.078575814,0.255147173,0.411496476,0.377980085,-0.138045044,0.031141297,-0.042153436,-0.00732801,-0.02285047,-0.035927673,0.154028979,-0.362910012,0.055977702,-0.053209559,-0.356330853,0.060988006,0.144545016,-0.351744548,0.574025904,-0.126012761,0.141076406,-0.356907312,-0.032436489,-0.273115826,0.105282374,-0.055097945,0.014118293,-0.284200127,-0.064873683,-0.174601957,-0.149219842,0.18351906,-0.337699881,0.182472965,0.01249012,-0.17723208,0.193315678,-0.277108534
REACTOME_SIGNALING_BY_FGFR1_MUTANTS,-0.019104502,-0.205559744,0.451833114,-0.520199519,-0.081529185,-0.061606056,-0.459579142,-0.011815455,-0.491165765,0.261537988,-0.043097448,0.130354959,-0.02573519,-0.3642317,0.345317885,0.246008766,-0.070247264,-0.071008914,-0.292742626,0.135097529,-0.212252924,0.05890892,0.378423526,0.292797854,0.242654443,0.092406172,0.418345996,0.208402393,0.060373669,-0.321407116,0.053344761,0.249328758,0.468305195,-0.255680502,0.078950777,0.453818223,0.184471992,-0.265693611,-0.076821001,-0.034331577,-0.391268495,0.283787842,-0.484030198,-0.077966435,-0.104398541,-0.356307048,-0.279544681,0.201253403,-0.356976781,-0.022432825,-0.057422454,-0.384213158,0.126145752,0.188019734
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,-7.37E-05,0.106292893,0.186215866,-0.435907303,0.030247274,0.039853715,-0.574841246,0.381177857,0.185549404,0.180096674,0.369516772,0.156796979,-0.10784065,-0.154250186,0.215365151,0.094538787,-0.340733387,0.354575018,-0.465017817,-0.339606965,-0.110901354,0.383365326,0.078278065,0.188592527,0.182150001,-0.227144884,0.443043911,0.265007755,0.178363511,-0.204171536,0.295881676,0.180242154,0.079786231,-0.600953962,0.302368541,0.233594576,0.252942494,-0.508853947,0.178556158,0.125025972,-0.077738119,0.228900092,-0.512999306,-0.280054852,-0.220260389,-0.499046248,-0.375680345,0.121026212,-0.480467076,0.112961232,-0.154292051,-0.602156281,-0.122417623,-0.191017391
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES,-0.162795203,-0.491818979,-0.10610752,0.118642038,0.249289471,-0.525671855,-0.321304722,-0.062114608,-0.262462047,0.472816167,0.294965182,0.424672382,0.244916972,0.07102912,0.286798175,0.172279929,-0.448022248,-0.492808325,-0.178809872,0.364819045,-0.363929152,0.275699893,0.40991726,0.552858148,0.40037256,0.407135942,-0.078213542,0.153945097,-0.001392468,-0.22959956,-0.295692059,0.492940462,0.440135712,-0.480585358,0.327378449,0.306697193,0.114729732,-0.25428972,-0.317220868,-0.109082781,0.276871327,-0.482611059,-0.381462055,-0.48495277,-0.234533002,-0.386657252,-0.458683884,-0.386786745,-0.43150493,0.023389753,0.310544171,-0.384614217,-0.080051853,-0.181101941
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,-0.0445359,-0.339358995,0.188690974,-0.237892289,-0.233403308,-0.413266331,-0.242688812,0.476329565,0.013297631,0.229126284,0.015009335,-0.121062233,-0.370392931,0.05020945,-0.016611692,0.242103534,-0.371051868,-0.077153361,-0.571112427,-0.26813711,-0.228844729,0.114801213,-0.090723032,0.171689677,0.031365438,-0.013594775,0.212786892,0.096279343,-0.105137609,-0.093476406,0.018429044,-0.173983759,0.125799173,-0.639383372,0.180477367,-0.036973332,0.177956098,-0.06087576,0.073474293,0.306025274,0.092134669,0.191251644,-0.419120978,-0.041974888,0.175751474,-0.333709643,-0.056074315,0.418978862,-0.496457514,0.405452332,0.080646125,-0.565519053,0.012491218,0.27268325
REACTOME_HYALURONAN_METABOLISM,-0.080807122,-0.18520287,-0.190815402,0.151344896,-0.103370308,-0.344217433,-0.246694533,-0.36348906,0.446419206,0.276851542,-0.121833712,0.110634274,0.24507524,-0.225873055,-0.240309954,-0.165835318,0.03709928,0.26054356,0.279275433,0.461676562,-0.049152414,-0.089266951,0.149322054,0.117658791,0.15391902,-0.19847703,0.134992202,-0.302078273,-0.089646565,-0.129255608,-0.398029256,0.033441956,0.276334807,-0.11152918,0.49677068,-0.075761538,0.136026387,-0.422240087,-0.18599081,-0.297169249,0.064256915,-0.079939107,-0.123340359,-0.396167121,-0.132050521,-0.093441877,-0.058226999,0.194342391,-0.200225266,0.240534244,0.04757853,-0.001436132,0.271198984,-0.140690073
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,-0.252037917,-0.381787384,0.294627175,-0.253136122,-0.12276181,-0.431648341,-0.315791142,0.528834165,-0.130637585,0.565899009,-0.089952541,-0.014956303,-0.47712081,0.264955306,0.276079364,0.310031618,-0.337410764,0.112417596,-0.711482065,-0.273295078,-0.294435901,0.187997802,-0.001725229,0.232168393,0.057668533,-0.112773635,0.268075914,0.208441311,-0.122645595,-0.14586664,0.048216192,-0.080459929,0.18550743,-0.673098925,0.31736622,-0.167093213,0.227123865,-0.032279398,0.074388448,0.134329642,0.053346109,0.221491364,-0.490174229,8.63E-05,0.07943875,-0.446844835,-0.08301657,0.371542132,-0.602298878,0.332293591,0.085197119,-0.59945596,0.00633474,0.387370144
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,-0.148574578,-0.566014036,-0.028676478,-0.101278385,-0.120098844,-0.025130739,-0.036779713,-0.111260874,-0.240309045,-0.047891608,-0.264306347,0.382180298,0.173494421,-0.350871788,0.115384941,0.175615166,-0.08416103,0.002756666,0.309127832,0.322978932,0.044057554,0.08693433,0.399733428,0.052430328,-0.269232408,0.311188977,0.09618294,-0.040650493,0.054422081,0.009039239,-0.0327898,0.324658578,0.256734789,-0.347553122,0.113711903,-0.108460278,0.188399967,-0.133390462,-0.139047514,-0.054962659,-0.152474536,-0.324283258,-0.077725747,-0.130917881,0.168353029,-0.274583834,-0.103143446,-0.147469437,-0.357828934,-0.287209403,-0.288359989,-0.242392841,-0.211179613,-0.042295331
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE,0.482773732,0.615580456,-0.566166561,0.16144071,-0.083259974,0.153001502,0.197134002,-0.050997183,0.848575299,-0.660304487,0.48907314,0.376535923,0.335609085,-0.416398408,-0.078516215,-0.385392313,-0.194653615,-0.205820256,0.545866977,-0.119395279,0.214377021,0.494676362,-0.296826333,-0.49638917,-0.52891241,-0.222681563,-0.009262229,-0.121630038,-0.478345112,-0.208075462,0.318547965,0.225378877,-0.148425366,0.40702068,0.49976158,0.125470607,-0.286128005,-0.169038164,-0.09073252,0.04228257,0.070560929,-0.172063827,-0.031622516,0.206492013,0.396923015,0.112792061,-0.437698435,-0.448740284,0.138216558,-0.482343419,-0.328249837,0.331690392,-0.121400477,-0.305801465
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS,0.228662527,-0.228303752,0.509433532,-0.683907462,-0.05911042,-0.287158267,-0.633663285,0.252200422,-0.515524691,0.306909799,-0.0804943,0.332074956,-0.327635794,-0.319618463,0.430602905,0.306152504,-0.445495741,0.018881249,-0.494381121,0.229934379,-0.115730896,0.250967907,0.335144813,0.478923344,0.433545177,-0.021113709,0.552141125,0.482632308,0.15427651,-0.359789068,0.140494553,0.178611508,0.530319273,-0.671546659,0.089596562,0.580127453,0.197480914,-0.459327896,-0.068455939,-0.007446554,-0.453802841,0.285352879,-0.627628883,-0.162636697,-0.168779031,-0.576916072,-0.302818962,0.387475809,-0.652794202,0.29621872,0.242029259,-0.694969269,0.259092545,0.369751216
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM,0.031127891,-0.186735286,0.376288312,0.337361163,0.45869587,0.384486091,-0.412207513,0.572430129,0.465664378,0.581628991,-0.2441948,0.540819562,-0.403498203,-0.161396651,-0.145836214,0.252642193,-0.21857635,0.0783221,-0.590577843,-0.293475296,0.161527207,-0.140597873,0.051918935,-0.013705189,0.021822896,-0.20027569,-0.048535253,-0.350570003,-0.158627889,-0.13501623,-0.455072984,-0.304937344,-0.319195891,-0.836904307,-0.022322885,0.348364968,-0.104958079,-0.230915812,0.515398881,0.091468973,0.368282055,0.53265887,0.160706349,-0.018510574,-0.281568371,-0.449451,-0.397437545,-0.218474746,-0.277488678,-0.190998275,-0.262349926,-0.613426348,0.37884962,-0.152438759
REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1,-0.507666086,-0.244640845,0.45476254,-0.109684872,-0.045205622,0.286014923,0.089251936,-0.386319625,-0.443345043,0.129488611,0.064262245,-0.230198241,0.491593237,-0.473278774,0.365412818,0.019177297,0.567263099,-0.200121128,0.226489159,-0.035773314,-0.206436778,-0.327421547,0.432707603,-0.182064264,-0.177442088,0.315585763,0.139902706,-0.300476462,-0.1071239,-0.237200997,-0.036857627,0.273234805,0.422395036,0.557532179,0.046119656,0.289561661,0.09138598,0.347407058,-0.104641837,-0.199000087,-0.329443652,0.222581515,-0.006926738,0.134409941,0.10337179,0.306722338,-0.155914591,-0.332471512,0.47338172,-0.305795894,-0.456380985,0.477404992,-0.176534837,-0.176978901
REACTOME_PI_METABOLISM,-0.00890571,0.021087194,0.327482055,-0.546402764,0.041713915,-0.102936627,-0.58129359,0.295261898,0.027155507,0.301849271,0.135667839,0.259317782,-0.298417697,-0.124292618,0.282360819,0.265465738,-0.294803973,0.268808698,-0.449510846,-0.116244914,0.097698412,0.316469532,0.221792796,0.310373934,0.267653402,-0.072081521,0.497159833,0.291063571,0.172074842,-0.235534198,0.216663475,0.185754293,0.217565673,-0.632742655,0.275125675,0.226164438,0.253115046,-0.517921513,0.159998261,0.103086891,-0.155636295,0.226492952,-0.474524986,-0.307335416,-0.29985726,-0.533123554,-0.38271657,-0.019794148,-0.567654017,0.094134894,-0.076364897,-0.623057697,0.047773349,-0.068544923
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM,-0.420521987,0.047028965,-0.287614121,0.270842956,0.209980129,-0.175372417,0.315325498,-0.313698562,0.416055409,-0.064855354,-0.057858979,0.22461724,0.257523206,-0.238327549,-0.416454579,0.059596863,-0.166594592,-0.566665432,-0.07543546,-0.528951253,0.063263595,-0.049485476,-0.347814943,-0.456753152,-0.245969841,0.0298811,-0.273207498,-0.515907836,-0.494922363,-0.154884262,-0.465744566,0.093027792,-0.262089981,-0.060837091,-0.248603201,0.263284678,-0.244091279,0.101659298,0.120855159,0.463459458,0.502676945,-0.087927876,-0.034677138,0.182905847,0.577159825,0.486261995,-0.131508728,-0.003237465,0.14528257,-0.190595545,0.528398105,-0.092633227,-0.042092135,-0.270541699
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,-0.380619913,-0.49086138,0.328217922,-0.504835728,0.271516331,-0.223498686,-0.351087067,-0.37765593,-0.080760835,0.013050074,-0.159155812,0.101798422,0.333483982,-0.079772256,0.283609619,-0.155265905,0.218931067,0.096491175,0.120155992,0.41556793,-0.209886452,0.163229571,0.454185467,0.166822067,0.283778101,0.28030033,-0.023164786,0.316416722,0.214972146,-0.326539303,-0.264100316,0.361275765,0.439549197,-0.460358479,-0.015299177,0.402225737,-0.071862486,-0.228283531,-0.342963215,-0.112343728,-0.243518892,-0.426980178,-0.224179847,-0.332533414,-0.050940261,-0.30342652,-0.265931063,-0.205215005,-0.478259819,-0.179660611,0.11544004,-0.139541839,0.165243811,-0.03123728
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS,-0.270215296,-0.128485323,-0.268099394,0.244956246,0.082353709,-0.432655147,0.364724294,-0.00307207,0.293348975,0.307929597,-0.19269809,-0.353841944,-0.194465838,-0.376385391,-0.279366696,0.256524845,0.128096,0.092684846,-0.1287697,0.270799901,0.359876858,0.200203475,-0.000599379,0.29613035,0.087777359,0.28231243,0.186946879,-0.084088191,0.012858772,-0.064410668,0.070423244,0.391152809,0.17989128,-0.359611666,-0.069235652,0.053823251,0.284827005,-0.238096277,-0.153466776,0.158510745,0.22519718,-0.163578064,0.167394841,-0.058242171,-0.374101659,0.065116985,-0.356875084,-0.404872114,-0.313064005,-0.199794813,-0.398879511,-0.364901361,-0.302277871,-0.156889108
REACTOME_SYNTHESIS_OF_PC,-0.087379404,0.047839373,-0.158212605,-0.5437514,-0.117168109,-0.580093421,-0.447399225,-0.39223866,0.318273365,-0.271829816,-0.185043967,0.215424164,-0.049912635,-0.28667953,0.177242362,0.111352594,-0.228349177,-0.15517448,0.268308308,0.356350031,0.23924968,0.284912818,0.253280544,0.264241134,0.118039039,0.027225247,0.115585195,-0.304329121,0.025389624,0.328793012,-0.217530065,0.254162746,-0.086414768,-0.507562355,0.311223664,0.015832736,0.160924229,0.016571597,0.247075639,0.066358887,-0.323255981,0.173391813,-0.36218973,0.168790904,0.137405679,-0.193927465,-0.344400664,-0.264370815,-0.502648146,-0.09542347,-0.039895594,-0.474710663,0.110569885,0.022071154
REACTOME_HS_GAG_BIOSYNTHESIS,-0.133695606,-0.41669116,0.373485047,-0.464816355,0.189608982,-0.317124545,-0.432326702,-0.391170495,-0.205672953,0.169207924,-0.091511857,0.305799251,0.429383029,-0.09371689,0.213320522,-0.176225384,0.242942158,0.080301913,0.300039213,0.356614502,-0.217261756,-0.142113926,0.589243084,0.117841094,0.088676716,0.365759644,0.229618202,0.382008993,0.197040437,-0.318206887,-0.352998346,0.331022078,0.402854827,-0.391391386,0.049281757,0.481273443,0.026874384,-0.097126264,-0.318164687,0.011743863,-0.298965592,-0.257757061,-0.402554756,-0.450269341,-0.168679802,-0.36554297,-0.192208605,-0.120525295,-0.305909178,-0.234199492,-0.127560542,-0.061699088,0.185680648,0.068680833
REACTOME_SIGNALING_BY_FGFR3_MUTANTS,-0.37620579,-0.051924378,0.439708515,-0.153169542,-0.067879002,0.207640982,0.063513486,-0.429152086,-0.093308675,-0.089987925,-0.10739973,-0.206694516,0.504833172,-0.190885838,0.158165955,-0.041025434,0.552647895,-0.202220835,0.066176609,-0.136350779,-0.143035696,-0.27908707,0.332928261,-0.373495379,-0.2892013,0.125934847,0.116873026,-0.526684754,-0.532651369,-0.213823761,0.191886701,0.005653903,0.406173942,0.562579366,-0.097279397,0.27029534,-0.070701072,0.3879642,0.2800391,0.351056413,0.129100804,0.27782127,0.256113894,0.296036622,0.211092529,0.432201641,-0.372923178,-0.415189871,0.397666777,-0.296667203,-0.451513494,0.481835581,-0.308175621,-0.395670366
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,-0.240706709,-0.592989225,-0.034089927,-0.20129354,-0.120777248,-0.21642251,-0.09725602,-0.148764245,-0.241847905,-0.005268146,-0.273501876,0.403201428,0.262076869,-0.377965743,0.205360451,0.176852354,-0.029118234,0.038271317,0.348748738,0.372971449,0.11543385,0.175290947,0.417157537,0.174376107,-0.159490809,0.325331942,0.22285946,0.018685669,0.289300339,-0.161237221,-0.04986767,0.406910402,0.35498584,-0.437346796,0.233215167,-0.095351901,0.26185769,-0.279980046,-0.284019479,-0.054025116,-0.261118915,-0.342293447,-0.193979114,-0.227003981,0.080635688,-0.387290469,-0.191060501,-0.208444021,-0.454296104,-0.27491424,-0.242351324,-0.291221236,-0.180032681,-0.104447014
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,0.470155146,0.515633305,0.56902859,-0.116399897,0.034819046,0.019160129,-0.544748619,0.573281433,0.749590001,-0.037316676,0.234996306,-0.474072355,-0.682998346,0.509757649,-0.537671689,-0.257235079,-0.696556564,-0.508993219,-0.860007017,-0.848762162,-0.575095199,-0.274042867,-0.633270941,-0.447416757,-0.83640267,-0.535112049,-0.642232055,-0.592283084,0.039070723,0.40317771,-0.583360464,-0.780807203,-0.613388478,-0.72871034,0.483584783,-0.624107354,-0.699874786,0.511948772,0.704526089,0.791865069,0.764949125,0.74211819,0.333722975,0.696431257,0.539266525,-0.030415568,0.149845668,0.686536058,-0.148895816,0.52115081,0.246423627,-0.703470901,0.329020152,0.584331612
REACTOME_KERATAN_SULFATE_DEGRADATION,-0.384600698,-0.556513662,0.102984042,-0.214156168,0.110221078,-0.252794629,0.352236268,0.271204222,-0.354652938,-0.117675071,0.359512708,0.486601759,0.298056129,-0.328432868,0.163899049,0.364439339,0.127753809,-0.115734452,0.550458515,0.288991004,-0.047154621,0.409362427,0.476840383,0.082177291,-0.086047752,0.42589606,0.180114381,-0.066466519,0.319611499,-0.25546902,0.304685914,0.428986919,0.52973362,-0.401272282,0.213640174,-0.273062875,-0.083456969,-0.413345457,-0.269340323,-0.166436646,-0.510822478,-0.440386573,-0.393263776,-0.43361231,0.018806082,-0.269700691,-0.286918419,-0.141236749,-0.456527344,-0.296364603,-0.493031558,-0.178559374,-0.083063558,-0.250585337
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,-0.229494201,-0.407766179,0.30726651,-0.493551833,0.160868113,-0.391630806,-0.375216151,-0.364261801,-0.002955326,-0.091472711,-0.121480251,0.36173583,0.371392066,-0.085821202,0.252468277,-0.104223443,0.215986978,0.125252551,0.281331508,0.336771997,-0.184679946,-0.049209283,0.434239477,0.105253016,0.034315891,0.301394991,0.097752674,0.278818437,0.273998037,-0.386176887,-0.385371915,0.405442542,0.439949103,-0.435315662,0.147057216,0.442589759,0.008379158,-0.16624046,-0.199283249,0.105417171,-0.241535725,-0.252725433,-0.379937242,-0.299513366,-0.141057278,-0.342703773,-0.288831761,-0.230439307,-0.387839517,-0.139196288,-0.135965624,-0.245438913,0.213479098,-0.016466748
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,-0.263322089,-0.464213431,0.190926983,-0.406721587,0.100954567,-0.266556712,-0.297959242,-0.310508753,-0.078457162,0.035681157,-0.166661829,0.295322744,0.330691506,-0.18879632,0.23510146,-0.059385803,0.111541488,0.121991211,0.241297682,0.357807728,-0.075522709,0.048572492,0.419989942,0.126933729,0.066677043,0.277924336,0.099489356,0.207773432,0.157831541,-0.287311389,-0.267580889,0.348867179,0.390672003,-0.379662245,0.105636618,0.199661154,0.120172345,-0.237970925,-0.1604305,-0.011666733,-0.163476312,-0.269678216,-0.234173311,-0.333126509,-0.0444404,-0.341082586,-0.211568566,-0.1490825,-0.395525077,-0.172418426,-0.06458498,-0.171920893,0.106583649,-0.037730492
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG,0.193024427,0.242585013,0.182051595,0.018496099,-0.057146749,0.440926334,-0.000762148,-0.051961146,0.414076225,-0.146831151,0.28704348,0.357780306,0.091086526,-0.087798474,-0.537076807,-0.006367685,0.102385988,-0.059669739,0.233536804,0.021265944,-0.243523143,-0.467460277,-0.371405786,-0.420960316,-0.472320601,-0.256073542,-0.328769446,0.122944961,-0.148892174,0.293294655,-0.369184757,-0.234176545,-0.498609808,-0.333430688,0.471207167,-0.353111444,-0.288910027,-0.041545387,0.069936827,-0.124952064,0.127781367,-0.007205885,0.340267849,-0.120966924,-0.051762683,0.046101614,-0.464414498,0.271024009,0.227280801,-0.378886259,-0.209888779,-0.128984133,-0.03899657,-0.042873931
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE,0.039742881,0.00208066,0.228951209,-0.009717872,-0.130238224,0.378191154,0.117164037,-0.231129433,0.396195249,-0.127835772,0.39221182,0.334011016,0.284108348,-0.289197567,-0.306443713,0.073913012,0.118391431,0.158509599,0.355426749,0.187201545,-0.162779549,-0.295370963,-0.075179702,-0.266903725,-0.410109562,-0.175680426,-0.291721345,0.048626935,-0.067970237,0.214569988,-0.20483333,0.033685071,-0.313416685,-0.115105253,0.482699252,-0.015027249,-0.171687211,-0.213478252,-0.083464121,-0.29947802,-0.038834057,-0.063317375,0.200177238,-0.16160851,-0.135953363,0.000488805,-0.510626266,-0.142888745,0.153157661,-0.471528175,-0.375292376,-0.082003829,-0.249285682,-0.165135008
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,0.211688517,0.210772333,0.201739279,0.1747738,-0.042511243,0.473608119,-0.015287727,-0.204134713,0.366387691,-0.254134618,0.446518326,0.276060604,0.133848661,-0.171063028,-0.505574625,0.210968398,0.316152109,0.283258661,0.432141129,0.152354431,-0.144679257,-0.458851921,-0.360991866,-0.46449369,-0.437227978,-0.069053856,-0.099774869,0.37604808,-0.165272747,0.227263596,-0.225793184,-0.011438681,-0.462298085,-0.235265566,0.505683307,-0.054062554,-0.239430831,-0.2432633,-0.343975244,-0.447607443,-0.26189136,-0.202043161,0.303559666,-0.238702155,-0.375585981,-0.068547788,-0.59789401,0.131804266,0.454603321,-0.473581957,-0.327939956,0.045309279,-0.187242421,-0.135453008
